ip;int;mac;exp;vrf;tag_inner;tag_outer;tag_vlanid
10.228.56.224;ae31.3531;e4:27:71:55:fe:4e;121;IPTV;;;
10.228.57.22;ae31.3531;00:02:9b:89:bf:58;238;IPTV;;;
10.228.57.53;ae31.3531;e4:27:71:27:6b:d4;549;IPTV;;;
10.228.57.69;ae31.3531;ec:4c:4d:70:8e:e1;65;IPTV;;;
10.228.57.82;ae31.3531;ec:4c:4d:66:c0:2f;609;IPTV;;;
10.228.57.100;ae31.3531;e4:27:71:12:1f:20;18;IPTV;;;
10.228.57.121;ae31.3531;1c:bb:a8:17:af:8c;777;IPTV;;;
10.228.57.127;ae31.3531;00:02:9b:9f:ee:ae;175;IPTV;;;
10.228.57.128;ae31.3531;e4:27:71:13:56:0b;235;IPTV;;;
10.228.57.146;ae31.3531;ec:4c:4d:f5:14:d2;744;IPTV;;;
10.228.57.179;ae31.3531;e4:27:71:47:b0:34;1340;IPTV;;;
10.228.57.187;ae31.3531;1c:bb:a8:16:b4:a2;1140;IPTV;;;
10.228.57.209;ae31.3531;e4:27:71:5c:74:e9;357;IPTV;;;
10.228.57.210;ae31.3531;1c:bb:a8:1a:c7:90;1037;IPTV;;;
10.228.57.234;ae31.3531;ec:4c:4d:66:c1:51;944;IPTV;;;
10.228.58.49;ae31.3531;e4:27:71:13:d1:51;370;IPTV;;;
10.228.58.95;ae31.3531;e4:27:71:5d:c3:28;430;IPTV;;;
10.228.58.97;ae31.3531;e4:27:71:2a:32:af;1100;IPTV;;;
10.228.58.123;ae31.3531;e4:27:71:51:54:52;891;IPTV;;;
10.228.58.127;ae31.3531;ec:4c:4d:6d:0a:a3;660;IPTV;;;
10.228.58.134;ae31.3531;e4:27:71:4c:72:dc;809;IPTV;;;
10.228.58.135;ae31.3531;e4:27:71:1e:e9:14;373;IPTV;;;
10.228.58.179;ae31.3531;e4:27:71:11:18:33;1022;IPTV;;;
10.228.58.183;ae31.3531;1c:bb:a8:24:83:8a;709;IPTV;;;
10.228.58.185;ae31.3531;e4:27:71:58:79:d9;809;IPTV;;;
10.228.58.189;ae31.3531;1c:bb:a8:23:a5:dd;636;IPTV;;;
10.228.58.190;ae31.3531;e4:27:71:1f:6a:a0;440;IPTV;;;
10.228.58.192;ae31.3531;1c:bb:a8:1a:0c:4b;453;IPTV;;;
10.228.58.194;ae31.3531;e4:27:71:02:22:25;108;IPTV;;;
10.228.58.200;ae31.3531;1c:bb:a8:26:54:bf;652;IPTV;;;
10.228.58.202;ae31.3531;1c:bb:a8:17:a4:e7;772;IPTV;;;
10.228.58.217;ae31.3531;1c:bb:a8:27:07:d6;1035;IPTV;;;
10.228.58.228;ae31.3531;e4:27:71:1e:88:82;101;IPTV;;;
10.228.58.231;ae31.3531;e4:27:71:48:2d:28;520;IPTV;;;
10.228.58.242;ae31.3531;e4:27:71:13:b6:6f;615;IPTV;;;
10.228.58.250;ae31.3531;e4:27:71:02:43:32;692;IPTV;;;
10.228.59.5;ae31.3531;e4:27:71:4c:e5:e4;1185;IPTV;;;
10.228.59.6;ae31.3531;e4:27:71:12:36:5f;696;IPTV;;;
10.228.59.17;ae31.3531;e4:27:71:13:80:8d;178;IPTV;;;
10.228.59.28;ae31.3531;e4:27:71:5f:1a:54;265;IPTV;;;
10.228.59.36;ae31.3531;e4:27:71:5d:bc:8f;1172;IPTV;;;
10.228.59.52;ae31.3531;e4:27:71:5d:b8:84;245;IPTV;;;
10.228.59.53;ae31.3531;e4:27:71:5d:b5:a7;798;IPTV;;;
10.228.59.55;ae31.3531;e4:27:71:2b:30:91;22;IPTV;;;
10.228.59.108;ae31.3531;e4:27:71:55:c2:64;626;IPTV;;;
10.228.59.113;ae31.3531;e4:27:71:18:60:1a;723;IPTV;;;
10.228.59.151;ae31.3531;e4:27:71:2b:21:3f;935;IPTV;;;
10.228.59.157;ae31.3531;e4:27:71:02:27:39;545;IPTV;;;
10.228.59.168;ae31.3531;e4:27:71:5d:b6:9b;514;IPTV;;;
10.228.59.181;ae31.3531;1c:bb:a8:1a:6a:56;521;IPTV;;;
10.228.59.188;ae31.3531;1c:bb:a8:27:0a:d9;571;IPTV;;;
10.228.59.198;ae31.3531;e4:27:71:14:86:68;47;IPTV;;;
10.228.59.201;ae31.3531;e4:27:71:13:a2:6e;83;IPTV;;;
10.228.59.218;ae31.3531;e4:27:71:26:e7:b3;942;IPTV;;;
10.228.59.227;ae31.3531;00:1a:79:0f:79:49;649;IPTV;;;
10.228.59.229;ae31.3531;e4:27:71:29:4c:24;1176;IPTV;;;
10.228.59.236;ae31.3531;e4:27:71:13:a4:e5;898;IPTV;;;
10.228.59.238;ae31.3531;e4:27:71:13:a3:d3;185;IPTV;;;
10.228.60.2;ae31.3531;e4:27:71:1e:9a:6e;1030;IPTV;;;
10.228.60.38;ae31.3531;bc:64:4b:74:b8:a5;1260;IPTV;;;
10.228.60.46;ae31.3531;d8:af:81:00:69:53;389;IPTV;;;
10.228.60.52;ae31.3531;e4:27:71:13:7f:d0;1408;IPTV;;;
10.228.60.75;ae31.3531;e4:27:71:5d:c2:f3;320;IPTV;;;
10.228.60.79;ae31.3531;e4:27:71:5d:c3:6b;1269;IPTV;;;
10.228.60.89;ae31.3531;1c:bb:a8:27:05:a2;1162;IPTV;;;
10.228.60.104;ae31.3531;e4:27:71:14:84:60;411;IPTV;;;
10.228.60.116;ae31.3531;e4:27:71:03:4c:87;1060;IPTV;;;
10.228.60.123;ae31.3531;1c:bb:a8:17:9f:da;697;IPTV;;;
10.228.60.132;ae31.3531;e4:27:71:55:f6:6a;353;IPTV;;;
10.228.60.152;ae31.3531;e4:27:71:2b:11:66;168;IPTV;;;
10.228.60.177;ae31.3531;ec:4c:4d:70:8c:e3;721;IPTV;;;
10.228.60.181;ae31.3531;e4:27:71:09:47:6c;763;IPTV;;;
10.228.60.196;ae31.3531;e4:27:71:4b:84:c1;785;IPTV;;;
10.228.60.210;ae31.3531;bc:64:4b:74:b8:0a;231;IPTV;;;
10.228.60.211;ae31.3531;e4:27:71:45:fd:32;1391;IPTV;;;
10.228.60.217;ae31.3531;00:02:9b:89:97:33;785;IPTV;;;
10.228.60.218;ae31.3531;ec:4c:4d:6d:0a:68;913;IPTV;;;
10.228.60.227;ae31.3531;1c:bb:a8:1a:14:bb;174;IPTV;;;
10.228.60.239;ae31.3531;e4:27:71:13:80:9d;944;IPTV;;;
10.228.60.245;ae31.3531;1c:bb:a8:1a:13:ec;621;IPTV;;;
10.228.60.246;ae31.3531;e4:27:71:29:3f:e5;638;IPTV;;;
10.228.60.249;ae31.3531;e4:27:71:4c:83:a9;191;IPTV;;;
10.228.60.254;ae31.3531;e4:27:71:2a:3e:e2;289;IPTV;;;
10.228.61.2;ae31.3531;e4:27:71:13:54:71;683;IPTV;;;
10.228.61.18;ae31.3531;e4:27:71:1f:0b:f6;185;IPTV;;;
10.228.61.49;ae31.3531;1c:bb:a8:24:54:35;653;IPTV;;;
10.228.61.66;ae31.3531;e4:27:71:20:18:a9;265;IPTV;;;
10.228.61.68;ae31.3531;1c:bb:a8:26:6c:0d;636;IPTV;;;
10.228.61.81;ae31.3531;e4:27:71:13:d9:a3;835;IPTV;;;
10.228.61.104;ae31.3531;1c:bb:a8:1b:af:f0;922;IPTV;;;
10.228.61.112;ae31.3531;e4:27:71:62:6a:6c;1128;IPTV;;;
10.228.61.116;ae31.3531;e4:27:71:13:7e:3d;126;IPTV;;;
10.228.61.144;ae31.3531;1c:bb:a8:24:83:a2;507;IPTV;;;
10.228.61.167;ae31.3531;e4:27:71:4e:e3:3b;656;IPTV;;;
10.228.61.247;ae31.3531;e4:27:71:51:53:52;1245;IPTV;;;
10.228.62.15;ae31.3531;e4:27:71:02:4b:3d;97;IPTV;;;
10.228.62.22;ae31.3531;e4:27:71:25:80:e4;80;IPTV;;;
10.228.62.40;ae31.3531;e4:27:71:26:e7:af;352;IPTV;;;
10.228.62.41;ae31.3531;e4:27:71:09:b0:70;914;IPTV;;;
10.228.62.52;ae31.3531;e4:27:71:40:8f:ce;1284;IPTV;;;
10.228.62.73;ae31.3531;e4:27:71:46:21:24;28;IPTV;;;
10.228.62.77;ae31.3531;e4:27:71:18:90:b0;113;IPTV;;;
10.228.62.78;ae31.3531;e4:27:71:5d:bc:ac;256;IPTV;;;
10.228.62.79;ae31.3531;e4:27:71:27:76:a5;590;IPTV;;;
10.228.62.92;ae31.3531;e4:27:71:12:48:1e;848;IPTV;;;
10.228.62.101;ae31.3531;00:02:9b:89:7e:ae;709;IPTV;;;
10.228.62.112;ae31.3531;e4:27:71:54:94:e5;1133;IPTV;;;
10.228.62.128;ae31.3531;e4:27:71:55:c7:58;653;IPTV;;;
10.228.62.133;ae31.3531;ec:4c:4d:66:c5:d2;1249;IPTV;;;
10.228.62.135;ae31.3531;e4:27:71:6b:87:5c;1231;IPTV;;;
10.228.62.136;ae31.3531;bc:64:4b:77:a8:14;832;IPTV;;;
10.228.62.149;ae31.3531;e4:27:71:51:9e:d9;541;IPTV;;;
10.228.62.152;ae31.3531;e4:27:71:25:2b:31;390;IPTV;;;
10.228.62.157;ae31.3531;e4:27:71:5f:1d:93;376;IPTV;;;
10.228.62.162;ae31.3531;ec:4c:4d:66:c1:fb;1;IPTV;;;
10.228.62.185;ae31.3531;00:1a:79:12:e9:20;229;IPTV;;;
10.228.62.193;ae31.3531;1c:bb:a8:0c:4a:22;1006;IPTV;;;
10.228.62.215;ae31.3531;e4:27:71:18:5d:96;893;IPTV;;;
10.228.62.223;ae31.3531;e4:27:71:14:5f:0c;949;IPTV;;;
10.228.62.233;ae31.3531;1c:bb:a8:16:6c:7b;619;IPTV;;;
10.228.62.238;ae31.3531;e4:27:71:1e:89:9d;620;IPTV;;;
10.228.63.0;ae31.3531;e4:27:71:11:70:a8;665;IPTV;;;
10.228.63.11;ae31.3531;e4:27:71:4e:e6:a1;928;IPTV;;;
10.228.63.12;ae31.3531;e4:27:71:25:1e:aa;964;IPTV;;;
10.228.63.13;ae31.3531;e4:27:71:13:54:e8;683;IPTV;;;
10.228.63.14;ae31.3531;e4:27:71:6b:87:58;857;IPTV;;;
10.228.63.64;ae31.3531;e4:27:71:55:ff:2e;110;IPTV;;;
10.228.63.66;ae31.3531;ec:4c:4d:66:28:b6;938;IPTV;;;
10.228.63.69;ae31.3531;e4:27:71:13:7f:a0;801;IPTV;;;
10.228.63.86;ae31.3531;00:02:9b:89:dd:54;328;IPTV;;;
10.228.63.104;ae31.3531;e4:27:71:1f:32:da;1157;IPTV;;;
10.228.63.113;ae31.3531;e4:27:71:02:2a:89;637;IPTV;;;
10.228.63.115;ae31.3531;e4:27:71:10:4b:a9;875;IPTV;;;
10.228.63.134;ae31.3531;00:1a:79:12:e1:69;461;IPTV;;;
10.228.63.136;ae31.3531;e4:27:71:12:10:32;574;IPTV;;;
10.228.63.146;ae31.3531;d8:af:81:00:59:0f;876;IPTV;;;
10.228.63.165;ae31.3531;e4:27:71:25:80:ba;383;IPTV;;;
10.228.63.167;ae31.3531;00:1a:79:12:e0:8e;629;IPTV;;;
10.228.63.173;ae31.3531;e4:27:71:6c:0e:24;1200;IPTV;;;
10.228.63.175;ae31.3531;e4:27:71:1f:68:2b;1299;IPTV;;;
10.228.63.196;ae31.3531;ec:4c:4d:f5:14:db;34;IPTV;;;
10.228.63.214;ae31.3531;e4:27:71:14:88:61;1330;IPTV;;;
10.228.63.217;ae31.3531;e4:27:71:13:55:e5;318;IPTV;;;
10.228.63.231;ae31.3531;e4:27:71:26:c6:51;794;IPTV;;;
10.228.63.236;ae31.3531;e4:27:71:1f:a4:b9;425;IPTV;;;
10.228.63.244;ae31.3531;e4:27:71:6c:00:aa;1268;IPTV;;;
10.228.63.250;ae31.3531;e4:27:71:25:14:0c;676;IPTV;;;
10.228.160.8;ae31.3534;e4:27:71:58:7d:56;430;IPTV;;;
10.228.160.9;ae31.3534;e4:27:71:1f:69:88;919;IPTV;;;
10.228.160.10;ae31.3534;e4:27:71:1f:1b:9e;1343;IPTV;;;
10.228.160.19;ae31.3534;e4:27:71:18:35:bb;622;IPTV;;;
10.228.160.22;ae31.3534;e4:27:71:27:4f:f5;544;IPTV;;;
10.228.160.23;ae31.3534;e4:27:71:18:60:21;646;IPTV;;;
10.228.160.25;ae31.3534;d8:af:81:03:64:7e;887;IPTV;;;
10.228.160.30;ae31.3534;00:02:9b:9f:f2:92;244;IPTV;;;
10.228.160.36;ae31.3534;1c:bb:a8:01:93:f2;390;IPTV;;;
10.228.160.38;ae31.3534;e4:27:71:13:7f:af;783;IPTV;;;
10.228.160.53;ae31.3534;e4:27:71:27:a3:5e;1056;IPTV;;;
10.228.160.54;ae31.3534;e4:27:71:0f:f4:20;439;IPTV;;;
10.228.160.58;ae31.3534;e4:27:71:13:e8:bf;1226;IPTV;;;
10.228.160.61;ae31.3534;e4:27:71:1d:ac:05;1233;IPTV;;;
10.228.160.66;ae31.3534;e4:27:71:27:4d:ae;353;IPTV;;;
10.228.160.70;ae31.3534;e4:27:71:1f:67:fa;629;IPTV;;;
10.228.160.71;ae31.3534;e4:27:71:18:b2:83;46;IPTV;;;
10.228.160.85;ae31.3534;ec:4c:4d:6e:d2:df;281;IPTV;;;
10.228.160.88;ae31.3534;e4:27:71:14:86:59;456;IPTV;;;
10.228.160.92;ae31.3534;e4:27:71:10:1c:a4;24;IPTV;;;
10.228.160.93;ae31.3534;e4:27:71:13:bf:40;423;IPTV;;;
10.228.160.94;ae31.3534;e4:27:71:2a:ad:a5;1314;IPTV;;;
10.228.160.99;ae31.3534;e4:27:71:5f:25:9b;971;IPTV;;;
10.228.160.102;ae31.3534;e4:27:71:4d:29:4c;852;IPTV;;;
10.228.160.103;ae31.3534;e4:27:71:2a:df:ff;479;IPTV;;;
10.228.160.104;ae31.3534;ec:4c:4d:66:ab:4e;685;IPTV;;;
10.228.160.109;ae31.3534;ec:4c:4d:f4:f5:ee;11;IPTV;;;
10.228.160.116;ae31.3534;ec:4c:4d:70:8b:0b;1002;IPTV;;;
10.228.160.121;ae31.3534;e4:27:71:18:b3:d7;647;IPTV;;;
10.228.160.129;ae31.3534;e4:27:71:40:6b:3e;1414;IPTV;;;
10.228.160.130;ae31.3534;e4:27:71:13:da:48;587;IPTV;;;
10.228.160.131;ae31.3534;ec:4c:4d:70:88:5e;382;IPTV;;;
10.228.160.137;ae31.3534;e4:27:71:00:7d:e4;373;IPTV;;;
10.228.160.141;ae31.3534;e4:27:71:11:2c:85;597;IPTV;;;
10.228.160.148;ae31.3534;e4:27:71:48:0c:37;169;IPTV;;;
10.228.160.151;ae31.3534;1c:bb:a8:1a:4b:a3;102;IPTV;;;
10.228.160.152;ae31.3534;e4:27:71:67:d2:b4;303;IPTV;;;
10.228.160.162;ae31.3534;1c:bb:a8:1a:93:eb;541;IPTV;;;
10.228.160.164;ae31.3534;ec:4c:4d:70:90:5c;539;IPTV;;;
10.228.160.174;ae31.3534;bc:64:4b:75:04:9a;152;IPTV;;;
10.228.160.180;ae31.3534;e4:27:71:09:fc:53;397;IPTV;;;
10.228.160.185;ae31.3534;e4:27:71:26:9c:d2;763;IPTV;;;
10.228.160.188;ae31.3534;e4:27:71:41:d1:be;865;IPTV;;;
10.228.160.190;ae31.3534;e4:27:71:6b:8a:5a;1157;IPTV;;;
10.228.160.191;ae31.3534;e4:27:71:1f:ca:13;73;IPTV;;;
10.228.160.195;ae31.3534;d8:af:81:03:70:17;214;IPTV;;;
10.228.160.196;ae31.3534;e4:27:71:03:6a:77;1012;IPTV;;;
10.228.160.197;ae31.3534;e4:27:71:18:5c:ec;445;IPTV;;;
10.228.160.203;ae31.3534;e4:27:71:10:00:db;738;IPTV;;;
10.228.160.204;ae31.3534;e4:27:71:4d:22:fc;595;IPTV;;;
10.228.160.208;ae31.3534;e4:27:71:13:17:17;121;IPTV;;;
10.228.160.209;ae31.3534;e4:27:71:5f:7d:e6;929;IPTV;;;
10.228.160.212;ae31.3534;e4:27:71:1e:9a:4f;583;IPTV;;;
10.228.160.216;ae31.3534;e4:27:71:4c:b0:f9;997;IPTV;;;
10.228.160.220;ae31.3534;e4:27:71:0f:ce:ef;1062;IPTV;;;
10.228.160.221;ae31.3534;e4:27:71:18:ab:d7;874;IPTV;;;
10.228.160.229;ae31.3534;e4:27:71:6b:a3:1b;807;IPTV;;;
10.228.160.230;ae31.3534;ec:4c:4d:6b:13:1d;84;IPTV;;;
10.228.160.233;ae31.3534;e4:27:71:5f:0d:25;991;IPTV;;;
10.228.160.234;ae31.3534;ec:4c:4d:6b:11:43;36;IPTV;;;
10.228.160.238;ae31.3534;00:1a:79:13:9e:be;1381;IPTV;;;
10.228.160.239;ae31.3534;ec:4c:4d:66:9c:23;698;IPTV;;;
10.228.160.241;ae31.3534;78:23:ae:d7:4a:d5;1120;IPTV;;;
10.228.160.247;ae31.3534;e4:27:71:4e:da:49;1160;IPTV;;;
10.228.160.248;ae31.3534;e4:27:71:6b:a8:9b;707;IPTV;;;
10.228.161.2;ae31.3534;e4:27:71:1f:23:67;74;IPTV;;;
10.228.161.4;ae31.3534;00:1a:79:24:5f:5f;747;IPTV;;;
10.228.161.10;ae31.3534;e4:27:71:5f:9b:8c;1176;IPTV;;;
10.228.161.11;ae31.3534;e4:27:71:67:f1:ac;913;IPTV;;;
10.228.161.13;ae31.3534;e4:27:71:67:ef:d8;1285;IPTV;;;
10.228.161.17;ae31.3534;1c:bb:a8:1a:4e:bc;77;IPTV;;;
10.228.161.18;ae31.3534;ec:4c:4d:71:fd:47;576;IPTV;;;
10.228.161.27;ae31.3534;e4:27:71:26:b7:2e;1002;IPTV;;;
10.228.161.31;ae31.3534;e4:27:71:14:52:46;580;IPTV;;;
10.228.161.32;ae31.3534;e4:27:71:2a:06:e0;1054;IPTV;;;
10.228.161.37;ae31.3534;1c:bb:a8:16:a8:a3;611;IPTV;;;
10.228.161.39;ae31.3534;e4:27:71:10:0d:23;634;IPTV;;;
10.228.161.42;ae31.3534;e4:27:71:11:55:13;754;IPTV;;;
10.228.161.45;ae31.3534;e4:27:71:46:2c:78;594;IPTV;;;
10.228.161.46;ae31.3534;e4:27:71:65:35:e4;235;IPTV;;;
10.228.161.47;ae31.3534;e4:27:71:5f:1a:e5;801;IPTV;;;
10.228.161.52;ae31.3534;e4:27:71:61:12:ed;953;IPTV;;;
10.228.161.58;ae31.3534;e4:27:71:18:5d:55;1428;IPTV;;;
10.228.161.59;ae31.3534;e4:27:71:68:8d:88;1020;IPTV;;;
10.228.161.62;ae31.3534;e4:27:71:0c:23:59;1176;IPTV;;;
10.228.161.69;ae31.3534;e4:27:71:29:cb:c3;558;IPTV;;;
10.228.161.72;ae31.3534;00:1a:79:13:a0:bf;81;IPTV;;;
10.228.161.73;ae31.3534;00:1a:79:13:a3:86;1247;IPTV;;;
10.228.161.74;ae31.3534;ec:4c:4d:f2:1b:1f;738;IPTV;;;
10.228.161.76;ae31.3534;e4:27:71:1e:fc:9a;956;IPTV;;;
10.228.161.80;ae31.3534;e4:27:71:5b:a6:b4;134;IPTV;;;
10.228.161.86;ae31.3534;e4:27:71:1e:e9:29;1047;IPTV;;;
10.228.161.87;ae31.3534;bc:64:4b:74:b2:20;199;IPTV;;;
10.228.161.89;ae31.3534;e4:27:71:41:c3:f7;1273;IPTV;;;
10.228.161.102;ae31.3534;e4:27:71:13:e7:46;360;IPTV;;;
10.228.161.108;ae31.3534;e4:27:71:1f:0b:b1;750;IPTV;;;
10.228.161.115;ae31.3534;1c:bb:a8:0c:3f:b1;995;IPTV;;;
10.228.161.117;ae31.3534;e4:27:71:13:b2:41;1096;IPTV;;;
10.228.161.125;ae31.3534;e4:27:71:4e:f8:61;1132;IPTV;;;
10.228.161.127;ae31.3534;e4:27:71:6b:a5:8b;107;IPTV;;;
10.228.161.128;ae31.3534;e4:27:71:27:7a:83;93;IPTV;;;
10.228.161.137;ae31.3534;e4:27:71:18:5c:ee;918;IPTV;;;
10.228.161.147;ae31.3534;e4:27:71:18:8c:ff;547;IPTV;;;
10.228.161.148;ae31.3534;e4:27:71:67:bf:9c;116;IPTV;;;
10.228.161.151;ae31.3534;e4:27:71:4e:e2:6e;139;IPTV;;;
10.228.161.158;ae31.3534;e4:27:71:27:7c:2e;220;IPTV;;;
10.228.161.163;ae31.3534;e4:27:71:18:9e:66;1129;IPTV;;;
10.228.161.164;ae31.3534;e4:27:71:4c:f9:1a;1095;IPTV;;;
10.228.161.181;ae31.3534;e4:27:71:13:a4:43;121;IPTV;;;
10.228.161.187;ae31.3534;e4:27:71:18:6d:6c;703;IPTV;;;
10.228.161.196;ae31.3534;e4:27:71:51:53:ef;553;IPTV;;;
10.228.161.203;ae31.3534;e4:27:71:1e:e7:b8;927;IPTV;;;
10.228.161.204;ae31.3534;e4:27:71:27:56:36;694;IPTV;;;
10.228.161.208;ae31.3534;e4:27:71:03:7c:9e;271;IPTV;;;
10.228.161.209;ae31.3534;1c:bb:a8:27:00:d1;526;IPTV;;;
10.228.161.216;ae31.3534;1c:bb:a8:01:37:6b;923;IPTV;;;
10.228.161.219;ae31.3534;e4:27:71:1f:41:19;848;IPTV;;;
10.228.161.224;ae31.3534;e4:27:71:68:90:6e;781;IPTV;;;
10.228.161.226;ae31.3534;e4:27:71:25:18:0e;542;IPTV;;;
10.228.161.227;ae31.3534;1c:bb:a8:0f:92:2a;966;IPTV;;;
10.228.161.232;ae31.3534;e4:27:71:0a:39:bf;435;IPTV;;;
10.228.161.233;ae31.3534;e4:27:71:0c:6b:13;297;IPTV;;;
10.228.161.239;ae31.3534;e4:27:71:27:7a:a8;821;IPTV;;;
10.228.161.241;ae31.3534;e4:27:71:67:be:42;741;IPTV;;;
10.228.161.242;ae31.3534;e4:27:71:11:72:30;362;IPTV;;;
10.228.161.243;ae31.3534;ec:4c:4d:f2:1e:e1;1253;IPTV;;;
10.228.161.245;ae31.3534;e4:27:71:13:d9:18;474;IPTV;;;
10.228.161.247;ae31.3534;ec:4c:4d:70:5b:47;920;IPTV;;;
10.228.161.249;ae31.3534;1c:bb:a8:1a:7d:0e;19;IPTV;;;
10.228.161.250;ae31.3534;e4:27:71:02:21:0a;428;IPTV;;;
10.228.161.252;ae31.3534;e4:27:71:18:57:74;750;IPTV;;;
10.228.162.0;ae31.3534;e4:27:71:18:9e:35;1026;IPTV;;;
10.228.162.2;ae31.3534;e4:27:71:46:20:ff;744;IPTV;;;
10.228.162.5;ae31.3534;ec:4c:4d:70:90:50;1025;IPTV;;;
10.228.162.15;ae31.3534;1c:bb:a8:27:1d:76;632;IPTV;;;
10.228.162.20;ae31.3534;e4:27:71:46:08:13;780;IPTV;;;
10.228.162.23;ae31.3534;e4:27:71:51:51:47;594;IPTV;;;
10.228.162.25;ae31.3534;e4:27:71:25:7b:fb;97;IPTV;;;
10.228.162.33;ae31.3534;e4:27:71:52:54:88;928;IPTV;;;
10.228.162.39;ae31.3534;5c:e3:0e:e0:fe:8a;721;IPTV;;;
10.228.162.45;ae31.3534;00:1a:79:13:45:f7;637;IPTV;;;
10.228.162.61;ae31.3534;e4:27:71:13:16:9c;683;IPTV;;;
10.228.162.63;ae31.3534;1c:bb:a8:1a:99:8c;48;IPTV;;;
10.228.162.66;ae31.3534;e4:27:71:13:bc:91;754;IPTV;;;
10.228.162.68;ae31.3534;e4:27:71:18:90:42;158;IPTV;;;
10.228.162.73;ae31.3534;e4:27:71:13:bf:3b;624;IPTV;;;
10.228.162.83;ae31.3534;1c:bb:a8:24:68:a9;289;IPTV;;;
10.228.162.84;ae31.3534;e4:27:71:1f:05:57;630;IPTV;;;
10.228.162.86;ae31.3534;e4:27:71:4d:22:ab;785;IPTV;;;
10.228.162.87;ae31.3534;e4:27:71:18:5e:c6;1132;IPTV;;;
10.228.162.93;ae31.3534;e4:27:71:67:ef:dd;1064;IPTV;;;
10.228.162.110;ae31.3534;e4:27:71:60:85:16;436;IPTV;;;
10.228.162.111;ae31.3534;e4:27:71:41:d7:68;915;IPTV;;;
10.228.162.119;ae31.3534;e4:27:71:27:9e:93;1107;IPTV;;;
10.228.162.129;ae31.3534;e4:27:71:5f:99:fb;508;IPTV;;;
10.228.162.131;ae31.3534;e4:27:71:00:85:4a;138;IPTV;;;
10.228.162.139;ae31.3534;e4:27:71:1f:1b:25;613;IPTV;;;
10.228.162.141;ae31.3534;e4:27:71:18:5e:b7;363;IPTV;;;
10.228.162.143;ae31.3534;e4:27:71:11:27:ca;272;IPTV;;;
10.228.162.153;ae31.3534;1c:bb:a8:1a:0d:28;27;IPTV;;;
10.228.162.154;ae31.3534;1c:bb:a8:22:af:9b;767;IPTV;;;
10.228.162.169;ae31.3534;e4:27:71:6b:a3:11;856;IPTV;;;
10.228.162.170;ae31.3534;e4:27:71:51:56:81;185;IPTV;;;
10.228.162.211;ae31.3534;00:1a:79:14:83:14;394;IPTV;;;
10.228.162.225;ae31.3534;1c:bb:a8:05:9f:eb;1131;IPTV;;;
10.228.162.230;ae31.3534;e4:27:71:67:f1:f6;1085;IPTV;;;
10.228.162.231;ae31.3534;e4:27:71:4c:e5:e6;779;IPTV;;;
10.228.162.233;ae31.3534;ec:4c:4d:6b:13:24;921;IPTV;;;
10.228.162.235;ae31.3534;00:02:9b:a2:61:6b;1416;IPTV;;;
10.228.162.238;ae31.3534;e4:27:71:6b:a3:17;1165;IPTV;;;
10.228.162.239;ae31.3534;e4:27:71:62:6f:c0;364;IPTV;;;
10.228.162.243;ae31.3534;e4:27:71:67:f0:72;82;IPTV;;;
10.228.162.249;ae31.3534;e4:27:71:1f:59:41;870;IPTV;;;
10.228.162.251;ae31.3534;e4:27:71:41:ec:18;334;IPTV;;;
10.228.162.252;ae31.3534;1c:bb:a8:0c:32:f2;772;IPTV;;;
10.228.163.0;ae31.3534;ec:4c:4d:72:40:e6;430;IPTV;;;
10.228.163.1;ae31.3534;00:1a:79:12:e5:bb;1307;IPTV;;;
10.228.163.4;ae31.3534;e4:27:71:0f:c5:56;191;IPTV;;;
10.228.163.21;ae31.3534;e4:27:71:5f:92:2a;882;IPTV;;;
10.228.163.25;ae31.3534;d8:af:81:03:4e:65;1213;IPTV;;;
10.228.163.27;ae31.3534;ec:4c:4d:72:40:ec;880;IPTV;;;
10.228.163.29;ae31.3534;e4:27:71:11:22:ae;530;IPTV;;;
10.228.163.30;ae31.3534;e4:27:71:44:c6:da;323;IPTV;;;
10.228.163.31;ae31.3534;e4:27:71:2b:0b:41;50;IPTV;;;
10.228.163.35;ae31.3534;e4:27:71:1e:88:6f;685;IPTV;;;
10.228.163.40;ae31.3534;e4:27:71:27:4f:87;1224;IPTV;;;
10.228.163.45;ae31.3534;e4:27:71:5f:0e:5a;1054;IPTV;;;
10.228.163.46;ae31.3534;ec:4c:4d:72:3e:21;963;IPTV;;;
10.228.163.49;ae31.3534;e4:27:71:18:c0:6f;1271;IPTV;;;
10.228.163.50;ae31.3534;00:1a:79:06:50:5b;1297;IPTV;;;
10.228.163.51;ae31.3534;1c:bb:a8:0c:38:88;437;IPTV;;;
10.228.163.53;ae31.3534;1c:bb:a8:0c:3e:cc;1053;IPTV;;;
10.228.163.58;ae31.3534;e4:27:71:18:9b:9e;352;IPTV;;;
10.228.163.60;ae31.3534;00:1a:79:13:9e:31;365;IPTV;;;
10.228.163.65;ae31.3534;bc:64:4b:77:a6:a5;795;IPTV;;;
10.228.163.69;ae31.3534;00:1a:79:12:e2:dc;1097;IPTV;;;
10.228.163.74;ae31.3534;e4:27:71:67:f0:3c;860;IPTV;;;
10.228.163.75;ae31.3534;e4:27:71:27:7a:86;859;IPTV;;;
10.228.163.78;ae31.3534;e4:27:71:62:7c:53;249;IPTV;;;
10.228.163.85;ae31.3534;e4:27:71:27:80:55;476;IPTV;;;
