ip;int;mac;exp;vrf;tag_inner;tag_outer;tag_vlanid
10.188.33.196;ae31.3574;e4:27:71:18:6e:2a;804;IPTV;;;3574
10.188.33.197;ae31.3574;e4:27:71:6b:b4:21;978;IPTV;;;3574
10.188.33.198;ae31.3574;e4:27:71:1f:69:2a;610;IPTV;;;3574
10.188.33.204;ae31.3574;e4:27:71:25:09:90;741;IPTV;;;3574
10.188.33.218;ae31.3574;e4:27:71:5b:b6:d5;1049;IPTV;;;3574
10.188.33.246;ae31.3574;e4:27:71:18:bc:29;1029;IPTV;;;3574
10.188.34.14;ae31.3574;e4:27:71:13:be:f4;762;IPTV;;;3574
10.188.34.17;ae31.3574;e4:27:71:68:e3:7c;511;IPTV;;;3574
10.188.34.33;ae31.3574;e4:27:71:12:2f:2e;623;IPTV;;;3574
10.188.34.35;ae31.3574;e4:27:71:62:7c:f2;555;IPTV;;;3574
10.188.34.40;ae31.3574;1c:bb:a8:24:14:7a;256;IPTV;;;3574
10.188.34.44;ae31.3574;e4:27:71:02:25:35;442;IPTV;;;3574
10.188.34.56;ae31.3574;e4:27:71:40:9a:09;213;IPTV;;;3574
10.188.34.59;ae31.3574;e4:27:71:5f:1c:e1;864;IPTV;;;3574
10.188.34.95;ae31.3574;e4:27:71:10:01:3c;802;IPTV;;;3574
10.188.34.118;ae31.3574;e4:27:71:0f:f4:1e;117;IPTV;;;3574
10.188.34.122;ae31.3574;e4:27:71:12:30:ad;937;IPTV;;;3574
10.188.34.127;ae31.3574;e4:27:71:6c:1b:94;1004;IPTV;;;3574
10.188.34.174;ae31.3574;e4:27:71:5d:1e:56;1071;IPTV;;;3574
10.188.34.194;ae31.3574;e4:27:71:68:e7:ca;938;IPTV;;;3574
10.188.34.206;ae31.3574;e4:27:71:10:15:1e;840;IPTV;;;3574
10.188.34.216;ae31.3574;e4:27:71:29:fa:07;783;IPTV;;;3574
10.188.34.224;ae31.3574;e4:27:71:68:e6:85;1206;IPTV;;;3574
10.188.34.250;ae31.3574;00:1a:79:06:58:1c;230;IPTV;;;3574
10.188.34.252;ae31.3574;e4:27:71:40:7f:4c;175;IPTV;;;3574
10.188.35.4;ae31.3574;1c:bb:a8:05:81:3d;147;IPTV;;;3574
10.188.35.6;ae31.3574;e4:27:71:13:d9:01;1481;IPTV;;;3574
10.188.35.25;ae31.3574;e4:27:71:68:e6:c9;1035;IPTV;;;3574
10.188.35.35;ae31.3574;e4:27:71:2a:ae:15;498;IPTV;;;3574
10.188.35.49;ae31.3574;e4:27:71:5c:cf:c2;1073;IPTV;;;3574
10.188.35.52;ae31.3574;e4:27:71:4b:8c:cb;817;IPTV;;;3574
10.188.35.63;ae31.3574;e4:27:71:52:58:f9;725;IPTV;;;3574
10.188.35.64;ae31.3574;e4:27:71:40:8a:21;239;IPTV;;;3574
10.188.35.68;ae31.3574;bc:64:4b:74:b0:c4;430;IPTV;;;3574
10.188.35.76;ae31.3574;00:02:9b:9f:52:52;1211;IPTV;;;3574
10.188.35.93;ae31.3574;e4:27:71:00:b3:25;964;IPTV;;;3574
10.188.35.99;ae31.3574;e4:27:71:6c:01:90;391;IPTV;;;3574
10.188.35.104;ae31.3574;e4:27:71:13:be:f9;501;IPTV;;;3574
10.188.35.128;ae31.3574;e4:27:71:0f:ce:ea;725;IPTV;;;3574
10.188.35.144;ae31.3574;e4:27:71:1e:32:ee;549;IPTV;;;3574
10.188.35.147;ae31.3574;e4:27:71:18:36:58;602;IPTV;;;3574
10.188.35.153;ae31.3574;e4:27:71:11:4e:19;1160;IPTV;;;3574
10.188.35.168;ae31.3574;1c:bb:a8:1a:0b:ab;782;IPTV;;;3574
10.188.35.177;ae31.3574;1c:bb:a8:0c:34:bd;6;IPTV;;;3574
10.188.35.179;ae31.3574;e4:27:71:55:d6:2b;412;IPTV;;;3574
10.188.35.180;ae31.3574;ec:4c:4d:72:24:b1;879;IPTV;;;3574
10.188.35.183;ae31.3574;e4:27:71:5f:25:71;777;IPTV;;;3574
10.188.35.217;ae31.3574;e4:27:71:14:54:59;1104;IPTV;;;3574
10.188.35.226;ae31.3574;ec:4c:4d:66:45:95;715;IPTV;;;3574
10.188.35.227;ae31.3574;e4:27:71:13:be:70;210;IPTV;;;3574
10.188.35.230;ae31.3574;00:02:9b:89:d7:b7;375;IPTV;;;3574
10.188.35.232;ae31.3574;e4:27:71:25:0d:db;150;IPTV;;;3574
10.188.36.0;ae31.3574;e4:27:71:1f:90:d7;1224;IPTV;;;3574
10.188.36.4;ae31.3574;e4:27:71:11:78:e8;967;IPTV;;;3574
10.188.36.22;ae31.3574;e4:27:71:14:54:7f;173;IPTV;;;3574
10.188.36.23;ae31.3574;e4:27:71:18:9c:d0;947;IPTV;;;3574
10.188.36.25;ae31.3574;e4:27:71:14:54:90;372;IPTV;;;3574
10.188.36.63;ae31.3574;1c:bb:a8:0f:85:2b;836;IPTV;;;3574
10.188.36.68;ae31.3574;e4:27:71:1e:0c:77;379;IPTV;;;3574
10.188.36.88;ae31.3574;e4:27:71:5c:81:d5;179;IPTV;;;3574
10.188.36.91;ae31.3574;e4:27:71:13:d7:46;992;IPTV;;;3574
10.188.36.111;ae31.3574;e4:27:71:1f:5a:3f;538;IPTV;;;3574
10.188.36.119;ae31.3574;e4:27:71:0c:6a:c1;889;IPTV;;;3574
10.188.36.141;ae31.3574;00:1a:79:06:8e:5a;685;IPTV;;;3574
10.188.36.148;ae31.3574;e4:27:71:11:48:8a;745;IPTV;;;3574
10.188.36.157;ae31.3574;1c:bb:a8:0c:42:00;1041;IPTV;;;3574
10.188.36.163;ae31.3574;1c:bb:a8:16:a8:e0;1056;IPTV;;;3574
10.188.36.173;ae31.3574;00:02:9b:89:b8:a4;999;IPTV;;;3574
10.188.36.185;ae31.3574;e4:27:71:1f:0b:71;932;IPTV;;;3574
10.188.36.186;ae31.3574;e4:27:71:48:04:6a;1268;IPTV;;;3574
10.188.36.224;ae31.3574;bc:64:4b:75:07:58;861;IPTV;;;3574
10.188.36.229;ae31.3574;e4:27:71:0f:ea:57;15;IPTV;;;3574
10.188.36.255;ae31.3574;e4:27:71:6c:1b:85;566;IPTV;;;3574
10.188.37.3;ae31.3574;e4:27:71:13:d9:0c;528;IPTV;;;3574
10.188.37.5;ae31.3574;1c:bb:a8:1a:22:12;167;IPTV;;;3574
10.188.37.34;ae31.3574;e4:27:71:0f:ce:9f;104;IPTV;;;3574
10.188.37.38;ae31.3574;e4:27:71:58:7d:ec;405;IPTV;;;3574
10.188.37.42;ae31.3574;e4:27:71:68:e4:3d;689;IPTV;;;3574
10.188.37.60;ae31.3574;e4:27:71:12:48:ea;621;IPTV;;;3574
10.188.37.64;ae31.3574;00:1a:79:15:70:85;941;IPTV;;;3574
10.188.37.69;ae31.3574;e4:27:71:67:f1:c5;808;IPTV;;;3574
10.188.37.81;ae31.3574;e4:27:71:0f:ea:8b;168;IPTV;;;3574
10.188.37.83;ae31.3574;e4:27:71:47:be:bf;1039;IPTV;;;3574
10.188.37.89;ae31.3574;e4:27:71:14:86:58;1102;IPTV;;;3574
10.188.37.92;ae31.3574;e4:27:71:1f:68:5f;1187;IPTV;;;3574
10.188.37.97;ae31.3574;e4:27:71:12:48:d6;867;IPTV;;;3574
10.188.37.98;ae31.3574;00:02:9b:a2:5f:2a;628;IPTV;;;3574
10.188.37.99;ae31.3574;e4:27:71:18:bb:57;584;IPTV;;;3574
10.188.37.110;ae31.3574;e4:27:71:11:72:43;1024;IPTV;;;3574
10.188.37.119;ae31.3574;e4:27:71:12:2f:58;1252;IPTV;;;3574
10.188.37.128;ae31.3574;e4:27:71:14:51:e4;430;IPTV;;;3574
10.188.37.155;ae31.3574;1c:bb:a8:1a:4b:97;985;IPTV;;;3574
10.188.37.177;ae31.3574;e4:27:71:11:1d:7b;720;IPTV;;;3574
10.188.37.180;ae31.3574;e4:27:71:12:45:0c;377;IPTV;;;3574
10.188.37.181;ae31.3574;e4:27:71:26:f3:0e;479;IPTV;;;3574
10.188.37.192;ae31.3574;e4:27:71:68:e2:46;1160;IPTV;;;3574
10.188.37.204;ae31.3574;e4:27:71:12:3a:af;146;IPTV;;;3574
10.188.37.211;ae31.3574;e4:27:71:26:8e:b0;1367;IPTV;;;3574
10.188.37.212;ae31.3574;bc:64:4b:75:05:5b;303;IPTV;;;3574
10.188.37.231;ae31.3574;e4:27:71:11:22:ee;351;IPTV;;;3574
10.188.37.234;ae31.3574;ec:4c:4d:69:f0:e1;644;IPTV;;;3574
10.188.37.239;ae31.3574;1c:bb:a8:23:5e:09;595;IPTV;;;3574
10.188.38.8;ae31.3574;e4:27:71:4f:8c:66;1118;IPTV;;;3574
10.188.38.14;ae31.3574;00:02:9b:9f:4e:4c;164;IPTV;;;3574
10.188.38.40;ae31.3574;e4:27:71:11:66:49;670;IPTV;;;3574
10.188.38.48;ae31.3574;ec:4c:4d:6e:cc:66;892;IPTV;;;3574
10.188.38.50;ae31.3574;e4:27:71:62:82:97;160;IPTV;;;3574
10.188.38.57;ae31.3574;e4:27:71:4c:77:05;424;IPTV;;;3574
10.188.38.64;ae31.3574;e4:27:71:11:23:06;776;IPTV;;;3574
10.188.38.68;ae31.3574;00:1a:79:0f:63:a4;259;IPTV;;;3574
10.188.38.69;ae31.3574;e4:27:71:10:0d:5a;36;IPTV;;;3574
10.188.38.82;ae31.3574;e4:27:71:13:d9:87;892;IPTV;;;3574
10.188.38.88;ae31.3574;e4:27:71:12:30:ec;1023;IPTV;;;3574
10.188.38.95;ae31.3574;00:02:9b:9f:55:b5;7;IPTV;;;3574
10.188.38.96;ae31.3574;ec:4c:4d:73:e7:c7;1229;IPTV;;;3574
10.188.38.102;ae31.3574;e4:27:71:00:4b:ce;315;IPTV;;;3574
10.188.38.114;ae31.3574;1c:bb:a8:1a:3c:fa;890;IPTV;;;3574
10.188.38.125;ae31.3574;1c:bb:a8:24:72:a4;1194;IPTV;;;3574
10.188.38.158;ae31.3574;e4:27:71:68:e2:48;1285;IPTV;;;3574
10.188.38.168;ae31.3574;e4:27:71:45:af:1a;1186;IPTV;;;3574
10.188.38.175;ae31.3574;d8:af:81:03:60:b0;963;IPTV;;;3574
10.188.38.186;ae31.3574;e4:27:71:26:8e:6c;1020;IPTV;;;3574
10.188.38.202;ae31.3574;e4:27:71:26:68:fe;1307;IPTV;;;3574
10.188.38.203;ae31.3574;e4:27:71:68:e2:ca;1278;IPTV;;;3574
10.188.38.220;ae31.3574;e4:27:71:4c:76:43;1287;IPTV;;;3574
10.188.38.224;ae31.3574;e4:27:71:12:3d:6a;125;IPTV;;;3574
10.188.38.244;ae31.3574;e4:27:71:1e:a5:07;35;IPTV;;;3574
10.188.39.7;ae31.3574;e4:27:71:68:e6:e0;1122;IPTV;;;3574
10.188.39.18;ae31.3574;e4:27:71:13:be:9e;310;IPTV;;;3574
10.188.39.19;ae31.3574;e4:27:71:18:b3:cc;651;IPTV;;;3574
10.188.39.23;ae31.3574;e4:27:71:13:d8:5f;186;IPTV;;;3574
10.188.39.25;ae31.3574;e4:27:71:5e:dd:27;245;IPTV;;;3574
10.188.39.28;ae31.3574;e4:27:71:5f:92:23;320;IPTV;;;3574
10.188.39.38;ae31.3574;e4:27:71:0c:fb:de;214;IPTV;;;3574
10.188.39.46;ae31.3574;e4:27:71:4d:29:cc;156;IPTV;;;3574
10.188.39.47;ae31.3574;e4:27:71:5d:2e:a3;468;IPTV;;;3574
10.188.39.61;ae31.3574;1c:bb:a8:01:4a:06;884;IPTV;;;3574
10.188.39.68;ae31.3574;1c:bb:a8:17:be:dd;574;IPTV;;;3574
10.188.39.71;ae31.3574;e4:27:71:67:f1:eb;1084;IPTV;;;3574
10.188.39.82;ae31.3574;e4:27:71:13:b4:4b;242;IPTV;;;3574
10.188.39.93;ae31.3574;00:1a:79:0d:c9:9d;19;IPTV;;;3574
10.188.39.94;ae31.3574;e4:27:71:45:fc:30;1070;IPTV;;;3574
10.188.39.98;ae31.3574;e4:27:71:10:14:fe;566;IPTV;;;3574
10.188.39.109;ae31.3574;e4:27:71:0f:f2:d8;282;IPTV;;;3574
10.188.39.114;ae31.3574;e4:27:71:26:8e:d1;1035;IPTV;;;3574
10.188.39.120;ae31.3574;e4:27:71:14:e8:6d;449;IPTV;;;3574
10.188.39.128;ae31.3574;00:1a:79:0d:c4:f1;1029;IPTV;;;3574
10.188.39.141;ae31.3574;e4:27:71:47:9c:f0;538;IPTV;;;3574
10.188.39.147;ae31.3574;1c:bb:a8:17:bd:0f;573;IPTV;;;3574
10.188.39.163;ae31.3574;e4:27:71:18:b3:86;1276;IPTV;;;3574
10.188.39.167;ae31.3574;e4:27:71:5d:f2:f5;846;IPTV;;;3574
10.188.39.169;ae31.3574;e4:27:71:11:48:69;281;IPTV;;;3574
10.188.39.192;ae31.3574;e4:27:71:6c:01:8a;202;IPTV;;;3574
10.188.39.204;ae31.3574;e4:27:71:11:71:71;1423;IPTV;;;3574
10.188.39.214;ae31.3574;e4:27:71:2a:ae:61;549;IPTV;;;3574
10.188.39.217;ae31.3574;00:1a:79:24:60:2a;1217;IPTV;;;3574
10.188.39.221;ae31.3574;00:1a:79:0b:c4:e5;767;IPTV;;;3574
10.188.39.224;ae31.3574;bc:64:4b:75:04:40;496;IPTV;;;3574
10.188.39.229;ae31.3574;bc:64:4b:74:b2:70;239;IPTV;;;3574
10.188.39.231;ae31.3574;1c:bb:a8:23:60:8f;404;IPTV;;;3574
10.188.39.234;ae31.3574;e4:27:71:11:5b:5a;618;IPTV;;;3574
10.188.39.237;ae31.3574;a8:f9:4b:69:fa:36;1166;IPTV;;;3574
10.188.39.244;ae31.3574;e4:27:71:18:5f:df;1284;IPTV;;;3574
10.188.40.6;ae31.3574;e4:27:71:13:d8:24;830;IPTV;;;3574
10.188.40.14;ae31.3574;00:02:9b:a2:61:0d;615;IPTV;;;3574
10.188.40.17;ae31.3574;e4:27:71:68:e2:b8;374;IPTV;;;3574
10.188.40.18;ae31.3574;e4:27:71:65:63:3a;638;IPTV;;;3574
10.188.40.20;ae31.3574;e4:27:71:10:0c:35;917;IPTV;;;3574
10.188.40.47;ae31.3574;e4:27:71:5d:0d:14;897;IPTV;;;3574
10.188.40.49;ae31.3574;1c:bb:a8:1a:4a:a6;574;IPTV;;;3574
10.188.40.57;ae31.3574;e4:27:71:5f:26:7f;1230;IPTV;;;3574
10.188.40.73;ae31.3574;e4:27:71:12:17:82;154;IPTV;;;3574
10.188.40.80;ae31.3574;e4:27:71:11:23:03;1066;IPTV;;;3574
10.188.40.85;ae31.3574;e4:27:71:1a:8b:a7;1070;IPTV;;;3574
10.188.40.96;ae31.3574;bc:64:4b:75:04:af;506;IPTV;;;3574
10.188.40.117;ae31.3574;ec:4c:4d:71:f9:c7;951;IPTV;;;3574
10.188.40.133;ae31.3574;e4:27:71:12:45:78;1274;IPTV;;;3574
10.188.40.144;ae31.3574;1c:bb:a8:1a:4a:03;199;IPTV;;;3574
10.188.40.151;ae31.3574;e4:27:71:52:55:14;474;IPTV;;;3574
10.188.40.155;ae31.3574;00:1a:79:24:5e:88;988;IPTV;;;3574
10.188.40.171;ae31.3574;e4:27:71:47:a4:cf;191;IPTV;;;3574
10.188.40.175;ae31.3574;e4:27:71:0f:dc:85;857;IPTV;;;3574
10.188.40.178;ae31.3574;e4:27:71:45:f0:f9;342;IPTV;;;3574
10.188.40.218;ae31.3574;e4:27:71:4c:74:e2;1078;IPTV;;;3574
10.188.40.243;ae31.3574;e4:27:71:12:2f:3e;227;IPTV;;;3574
10.188.40.245;ae31.3574;00:1a:79:0d:c8:b4;847;IPTV;;;3574
10.188.41.13;ae31.3574;e4:27:71:12:30:b6;453;IPTV;;;3574
10.188.41.16;ae31.3574;e4:27:71:52:77:19;1142;IPTV;;;3574
10.188.41.26;ae31.3574;1c:bb:a8:0c:33:3e;1262;IPTV;;;3574
10.188.41.30;ae31.3574;e4:27:71:12:2b:b5;512;IPTV;;;3574
10.188.41.36;ae31.3574;e4:27:71:14:53:7e;384;IPTV;;;3574
10.188.41.40;ae31.3574;e4:27:71:11:68:9f;305;IPTV;;;3574
10.188.41.60;ae31.3574;00:1a:79:0d:6f:d1;859;IPTV;;;3574
10.188.41.72;ae31.3574;ec:4c:4d:72:24:b0;440;IPTV;;;3574
10.188.41.83;ae31.3574;00:1a:79:24:5e:99;909;IPTV;;;3574
10.188.41.95;ae31.3574;e4:27:71:26:52:3d;1093;IPTV;;;3574
10.188.41.121;ae31.3574;e4:27:71:13:55:1d;161;IPTV;;;3574
10.188.41.128;ae31.3574;e4:27:71:4b:a0:a0;494;IPTV;;;3574
10.188.41.131;ae31.3574;e4:27:71:10:01:42;1402;IPTV;;;3574
10.188.41.134;ae31.3574;ec:4c:4d:74:2f:69;1007;IPTV;;;3574
10.188.41.139;ae31.3574;e4:27:71:16:d7:51;1208;IPTV;;;3574
10.188.41.169;ae31.3574;00:02:9b:a2:5d:3c;47;IPTV;;;3574
10.188.41.189;ae31.3574;1c:bb:a8:05:ac:e2;1261;IPTV;;;3574
10.188.41.191;ae31.3574;e4:27:71:11:6a:d3;396;IPTV;;;3574
10.188.41.196;ae31.3574;00:1a:79:0b:c2:c2;1303;IPTV;;;3574
10.188.41.198;ae31.3574;e4:27:71:5f:25:62;9;IPTV;;;3574
10.188.41.199;ae31.3574;00:1a:79:24:60:8a;914;IPTV;;;3574
10.188.41.202;ae31.3574;00:1a:79:06:6b:0f;321;IPTV;;;3574
10.188.41.210;ae31.3574;e4:27:71:68:e0:be;417;IPTV;;;3574
10.188.41.217;ae31.3574;e4:27:71:41:e1:f8;379;IPTV;;;3574
10.188.41.236;ae31.3574;1c:bb:a8:13:8a:ca;27;IPTV;;;3574
10.188.41.244;ae31.3574;d8:af:81:04:de:3f;799;IPTV;;;3574
10.188.41.253;ae31.3574;e4:27:71:65:45:35;693;IPTV;;;3574
10.188.41.254;ae31.3574;e4:27:71:1f:42:78;932;IPTV;;;3574
10.188.42.2;ae31.3574;bc:64:4b:74:b2:11;358;IPTV;;;3574
10.188.42.12;ae31.3574;1c:bb:a8:1a:19:94;1284;IPTV;;;3574
10.188.42.22;ae31.3574;e4:27:71:12:36:ec;590;IPTV;;;3574
10.188.42.28;ae31.3574;d8:af:81:03:52:5b;51;IPTV;;;3574
10.188.42.37;ae31.3574;1c:bb:a8:12:d5:50;1250;IPTV;;;3574
10.188.42.45;ae31.3574;00:1a:79:24:5f:dc;1203;IPTV;;;3574
10.188.42.47;ae31.3574;00:1a:79:24:5a:80;1206;IPTV;;;3574
10.188.42.50;ae31.3574;00:1a:79:06:10:b6;611;IPTV;;;3574
10.188.42.51;ae31.3574;00:1a:79:09:b4:26;38;IPTV;;;3574
10.188.42.52;ae31.3574;00:1a:79:24:62:83;295;IPTV;;;3574
10.188.42.54;ae31.3574;00:1a:79:24:60:49;880;IPTV;;;3574
10.188.42.57;ae31.3574;e4:27:71:4b:84:59;920;IPTV;;;3574
10.188.42.62;ae31.3574;e4:27:71:1f:5a:69;888;IPTV;;;3574
10.188.42.67;ae31.3574;e4:27:71:12:2f:c2;399;IPTV;;;3574
10.188.42.83;ae31.3574;1c:bb:a8:01:97:29;489;IPTV;;;3574
10.188.42.86;ae31.3574;ec:4c:4d:69:f0:3b;898;IPTV;;;3574
10.188.42.101;ae31.3574;e4:27:71:6c:1a:a9;94;IPTV;;;3574
10.188.42.109;ae31.3574;e4:27:71:1f:1b:73;168;IPTV;;;3574
10.188.42.111;ae31.3574;1c:bb:a8:05:b1:27;492;IPTV;;;3574
10.188.42.113;ae31.3574;1c:bb:a8:01:49:07;47;IPTV;;;3574
10.188.42.129;ae31.3574;e4:27:71:10:15:29;745;IPTV;;;3574
10.188.42.135;ae31.3574;1c:bb:a8:05:9a:ae;793;IPTV;;;3574
10.188.42.147;ae31.3574;e4:27:71:5f:26:7e;124;IPTV;;;3574
10.188.42.184;ae31.3574;e4:27:71:11:72:ee;272;IPTV;;;3574
10.188.42.187;ae31.3574;1c:bb:a8:13:7d:80;67;IPTV;;;3574
10.188.42.209;ae31.3574;1c:bb:a8:26:f4:f0;410;IPTV;;;3574
10.188.42.214;ae31.3574;e4:27:71:67:bf:98;1001;IPTV;;;3574
10.188.42.223;ae31.3574;00:1a:79:09:b5:52;13;IPTV;;;3574
10.188.42.234;ae31.3574;00:1a:79:0c:d2:40;460;IPTV;;;3574
10.188.42.235;ae31.3574;00:02:9b:89:4b:74;882;IPTV;;;3574
10.188.42.237;ae31.3574;e4:27:71:1f:42:60;1074;IPTV;;;3574
10.188.42.245;ae31.3574;e4:27:71:10:6c:27;115;IPTV;;;3574
10.188.42.246;ae31.3574;d8:af:81:02:ba:0a;543;IPTV;;;3574
10.188.43.4;ae31.3574;e4:27:71:68:e5:91;512;IPTV;;;3574
10.188.43.6;ae31.3574;ec:4c:4d:72:22:89;1091;IPTV;;;3574
10.188.43.19;ae31.3574;00:02:9b:89:be:c4;448;IPTV;;;3574
10.188.43.22;ae31.3574;e4:27:71:10:1b:f4;404;IPTV;;;3574
10.188.43.24;ae31.3574;1c:bb:a8:24:77:dc;1003;IPTV;;;3574
10.188.43.36;ae31.3574;e4:27:71:67:ef:f5;163;IPTV;;;3574
10.188.43.40;ae31.3574;1c:bb:a8:01:1e:a4;342;IPTV;;;3574
10.188.43.45;ae31.3574;00:1a:79:0b:c3:36;1082;IPTV;;;3574
10.188.43.66;ae31.3574;e4:27:71:25:2b:76;441;IPTV;;;3574
10.188.43.73;ae31.3574;00:1a:79:0a:06:a7;880;IPTV;;;3574
10.188.43.82;ae31.3574;1c:bb:a8:1a:4d:35;334;IPTV;;;3574
10.188.43.96;ae31.3574;00:1a:79:24:5e:ae;627;IPTV;;;3574
10.188.43.105;ae31.3574;ec:4c:4d:69:f2:2c;1285;IPTV;;;3574
10.188.43.109;ae31.3574;00:1a:79:0f:85:4a;794;IPTV;;;3574
10.188.43.115;ae31.3574;1c:bb:a8:05:ad:fa;775;IPTV;;;3574
10.188.43.123;ae31.3574;e4:27:71:0f:ce:9a;971;IPTV;;;3574
10.188.43.126;ae31.3574;e4:27:71:2a:ff:13;25;IPTV;;;3574
10.188.43.133;ae31.3574;e4:27:71:1f:32:e3;489;IPTV;;;3574
10.188.43.141;ae31.3574;e4:27:71:0f:b6:18;417;IPTV;;;3574
10.188.43.163;ae31.3574;e4:27:71:03:47:be;56;IPTV;;;3574
10.188.43.165;ae31.3574;ec:4c:4d:66:9d:9e;784;IPTV;;;3574
10.188.43.171;ae31.3574;00:1a:79:24:5a:44;884;IPTV;;;3574
10.188.43.184;ae31.3574;e4:27:71:10:14:d9;408;IPTV;;;3574
10.188.43.194;ae31.3574;e4:27:71:12:39:d8;709;IPTV;;;3574
10.188.43.198;ae31.3574;e4:27:71:12:17:a6;752;IPTV;;;3574
10.188.43.211;ae31.3574;e4:27:71:06:4e:6f;262;IPTV;;;3574
10.188.43.212;ae31.3574;e4:27:71:12:36:fa;654;IPTV;;;3574
10.188.43.227;ae31.3574;1c:bb:a8:1a:99:f2;922;IPTV;;;3574
10.188.43.235;ae31.3574;e4:27:71:13:e9:1f;606;IPTV;;;3574
10.188.43.244;ae31.3574;1c:bb:a8:1a:3c:e5;1425;IPTV;;;3574
10.188.43.246;ae31.3574;e4:27:71:13:b3:e8;408;IPTV;;;3574
10.188.43.249;ae31.3574;70:2e:d9:55:91:e1;1162;IPTV;;;3574
10.188.44.2;ae31.3574;e4:27:71:27:ac:82;750;IPTV;;;3574
10.188.44.4;ae31.3574;00:1a:79:24:5e:84;580;IPTV;;;3574
10.188.44.6;ae31.3574;e4:27:71:1e:f6:cc;907;IPTV;;;3574
10.188.44.8;ae31.3574;e4:27:71:10:0c:6d;156;IPTV;;;3574
10.188.44.13;ae31.3574;e4:27:71:40:88:e8;47;IPTV;;;3574
10.188.44.14;ae31.3574;ec:4c:4d:72:3d:c1;1250;IPTV;;;3574
10.188.44.33;ae31.3574;1c:bb:a8:01:99:30;840;IPTV;;;3574
10.188.44.37;ae31.3574;e4:27:71:41:eb:81;201;IPTV;;;3574
10.188.44.39;ae31.3574;e4:27:71:18:b0:d2;1013;IPTV;;;3574
10.188.44.58;ae31.3574;ec:4c:4d:72:25:92;1036;IPTV;;;3574
10.188.44.67;ae31.3574;1c:bb:a8:17:b0:2f;510;IPTV;;;3574
10.188.44.74;ae31.3574;e4:27:71:4f:ab:ba;1375;IPTV;;;3574
10.188.44.92;ae31.3574;e4:27:71:4e:e2:b8;632;IPTV;;;3574
10.188.44.96;ae31.3574;ec:4c:4d:66:9d:a9;621;IPTV;;;3574
10.188.44.121;ae31.3574;00:1a:79:0d:c9:9c;945;IPTV;;;3574
10.188.44.123;ae31.3574;e4:27:71:5f:26:52;386;IPTV;;;3574
10.188.44.129;ae31.3574;e4:27:71:1f:68:67;883;IPTV;;;3574
10.188.44.139;ae31.3574;e4:27:71:5d:32:38;912;IPTV;;;3574
10.188.44.159;ae31.3574;e4:27:71:12:2f:7b;270;IPTV;;;3574
10.188.44.162;ae31.3574;e4:27:71:01:22:84;806;IPTV;;;3574
10.188.44.172;ae31.3574;e4:27:71:46:2f:42;82;IPTV;;;3574
10.188.44.187;ae31.3574;e4:27:71:0f:dc:3b;700;IPTV;;;3574
10.188.44.189;ae31.3574;e4:27:71:40:8f:d6;1288;IPTV;;;3574
10.188.44.219;ae31.3574;e4:27:71:2a:e0:f1;425;IPTV;;;3574
10.188.44.223;ae31.3574;e4:27:71:47:a7:5d;560;IPTV;;;3574
10.188.44.228;ae31.3574;e4:27:71:0f:b5:ea;665;IPTV;;;3574
10.188.44.230;ae31.3574;ec:4c:4d:71:e8:bf;540;IPTV;;;3574
10.188.44.244;ae31.3574;e4:27:71:68:e5:87;623;IPTV;;;3574
10.188.44.246;ae31.3574;e4:27:71:0f:c5:4d;832;IPTV;;;3574
10.188.44.252;ae31.3574;e4:27:71:2a:23:e3;91;IPTV;;;3574
10.188.45.9;ae31.3574;1c:bb:a8:24:76:77;2;IPTV;;;3574
10.188.45.14;ae31.3574;e4:27:71:13:be:87;935;IPTV;;;3574
10.188.45.55;ae31.3574;e4:27:71:25:2b:78;236;IPTV;;;3574
10.188.45.78;ae31.3574;e4:27:71:1f:52:d7;1098;IPTV;;;3574
10.188.45.84;ae31.3574;e4:27:71:5e:b0:c0;1301;IPTV;;;3574
10.188.45.91;ae31.3574;bc:64:4b:74:af:71;17;IPTV;;;3574
10.188.45.93;ae31.3574;e4:27:71:68:e4:a4;789;IPTV;;;3574
10.188.45.107;ae31.3574;1c:bb:a8:0a:36:1f;949;IPTV;;;3574
10.188.45.114;ae31.3574;ec:4c:4d:74:26:98;836;IPTV;;;3574
10.188.45.115;ae31.3574;e4:27:71:4b:7b:77;686;IPTV;;;3574
10.188.45.132;ae31.3574;e4:27:71:11:71:c0;506;IPTV;;;3574
10.188.45.155;ae31.3574;ec:4c:4d:73:e7:bd;333;IPTV;;;3574
10.188.45.156;ae31.3574;e4:27:71:13:bd:cf;8;IPTV;;;3574
10.188.45.159;ae31.3574;e4:27:71:1b:36:79;558;IPTV;;;3574
10.188.45.161;ae31.3574;e4:27:71:24:f5:38;844;IPTV;;;3574
10.188.45.165;ae31.3574;e4:27:71:58:7a:b8;89;IPTV;;;3574
10.188.45.166;ae31.3574;e4:27:71:10:44:50;227;IPTV;;;3574
10.188.45.174;ae31.3574;e4:27:71:12:2d:39;87;IPTV;;;3574
10.188.45.207;ae31.3574;e4:27:71:67:cd:21;1178;IPTV;;;3574
10.188.45.216;ae31.3574;e4:27:71:40:99:73;785;IPTV;;;3574
10.188.45.217;ae31.3574;e4:27:71:5f:26:91;166;IPTV;;;3574
10.188.45.222;ae31.3574;e4:27:71:5f:26:eb;321;IPTV;;;3574
